"","title.info","date","briefs","story.link"
"592","Law on ratification of agreement between Russia and Kazakhstan on creation of a joint regional air defence system",2013-12-30,"Vladimir Putin signed Federal Law On Ratification of the Agreement between the Russian Federation and the Republic of Kazakhstan on the Creation of a Joint  Regional Air Defence System of the Russian Federation and the Republic of Kazakhstan.","http://eng.kremlin.ru/acts/6469"
"593","Meeting with permanent members of the Security Council",2013-12-27,"Vladimir Putin had a meeting with permanent members of the Security Council.","http://eng.kremlin.ru/news/6458"
"594","Press statement following the Russia-Belarus Union State Supreme State Council meeting",2013-12-25,NA,"http://eng.kremlin.ru/transcripts/6451"
"595","Meeting of Russia-Belarus Union State Supreme State Council",2013-12-25,"Meeting of the Russia-Belarus Union State Supreme State Council took place at the Kremlin.","http://eng.kremlin.ru/news/6448"
"596","Speech at the meeting of the Russia-Belarus Union State Supreme State Council",2013-12-25,NA,"http://eng.kremlin.ru/transcripts/6450"
"597","Meeting with President of Belarus Alexander Lukashenko",2013-12-25,"Before the meeting of the Russia-Belarus Union State Supreme State Council, Vladimir Putin met with President of Belarus Alexander Lukashenko, who is in Russia on a working visit.","http://eng.kremlin.ru/news/6446"
"598","Meeting of the Supreme Eurasian Economic Council",2013-12-24,"A meeting of the Supreme Eurasian Economic Council took place in the Kremlin.","http://eng.kremlin.ru/news/6439"
"599","Press statement following the Supreme Eurasian Economic Council meeting",2013-12-24,NA,"http://eng.kremlin.ru/transcripts/6443"
"600","Meeting with President of Kazakhstan Nursultan Nazarbayev",2013-12-24,"Prior to the Supreme Eurasian Economic Council meeting, Vladimir Putin met with President of Kazakhstan Nursultan Nazarbayev.","http://eng.kremlin.ru/news/6440"
"601","Law ratifying Russia-Abkhazia agreement on the goods trade regime",2013-12-23,"Vladimir Putin signed Federal Law On Ratification of the Agreement between the Government of the Russian Federation and the Government of the Republic of Abkhazia on the Goods Trade Regime.","http://eng.kremlin.ru/acts/6514"
"602","Law ratifying Russia-South Ossetia agreement on the goods trade regime",2013-12-23,"Vladimir Putin signed Federal Law On Ratification of the Agreement between the Government of the Russian Federation and the Government of the Republic of South Ossetia on the Goods Trade Regime.","http://eng.kremlin.ru/acts/6512"
"603","Accreditation is open for journalists to cover the meeting of the Supreme Eurasian Economic Council",2013-12-18,"The Presidential Press and Information Office’s Department of Accreditations and Briefings is now taking accreditation requests to cover the meeting of the Supreme Eurasian Economic Council, scheduled to take place on December 24, 2013 in Moscow.","http://eng.kremlin.ru/accreditation/6423"
"604","The Supreme Eurasian Economic Council will hold a summit in Moscow on December 24",2013-12-18,NA,"http://eng.kremlin.ru/news/6424"
"605","Meeting of the Russian-Ukrainian Interstate Commission",2013-12-17,"In the Kremlin, Vladimir Putin and President of Ukraine Vladimir Yanukovych chaired a meeting of the Russian-Ukrainian Interstate Commission.","http://eng.kremlin.ru/news/6420"
"606","Congratulations to Angela Merkel on her re-election to the post of Federal Chancellor of Germany",2013-12-17,"Vladimir Putin congratulated Angela Merkel on her re-election to the post of Federal Chancellor of Germany.","http://eng.kremlin.ru/news/6419"
"607","Meeting with President of Ukraine Viktor Yanukovych",2013-12-17,"Vladimir Putin met with President of Ukraine Viktor Yanukovych in the Kremlin.","http://eng.kremlin.ru/news/6418"
"608","Telephone conversation with President of Belarus Alexander Lukashenko",2013-12-16,"Vladimir Putin had a telephone conversation with President of Belarus Alexander Lukashenko.","http://eng.kremlin.ru/news/6417"
"609","Russian-Ukrainian Interstate Commission will hold its sixth meeting on December 17",2013-12-16,"Vladimir Putin and President of Ukraine Viktor Yanukovych will chair the Russian-Ukrainian Interstate Commission’s sixth meeting in Moscow on December 17.","http://eng.kremlin.ru/news/6410"
"610","Congratulations to President of Kazakhstan Nursultan Nazarbayev on Independence Day",2013-12-16,"Vladimir Putin congratulated President of Kazakhstan Nursultan Nazarbayev on Kazakhstan’s national holiday, Independence Day.","http://eng.kremlin.ru/news/6411"
"611","Congratulations to Michelle Bachelet on her victory in Chile’s presidential election",2013-12-16,"Vladimir Putin congratulated Michelle Bachelet on her election as President of the Republic of Chile.","http://eng.kremlin.ru/news/6412"
"612","Meeting with permanent members of the Security Council",2013-12-11,"Vladimir Putin held a briefing session with permanent members of the Security Council.","http://eng.kremlin.ru/news/6399"
"613","Meeting with Helmut Schmidt",2013-12-11,"Late last night, Vladimir Putin met with Helmut Schmidt, a German statesman and the fifth chancellor of the Federal Republic of Germany from 1974 to 1982.","http://eng.kremlin.ru/news/6398"
"614","Visit to South African embassy in Moscow",2013-12-09,"Vladimir Putin visited the South African embassy in Moscow and paid tribute to the memory of longtime South African leader Nelson Mandela.","http://eng.kremlin.ru/news/6393"
"615","Telephone conversation with President of Kazakhstan Nursultan Nazarbayev",2013-12-07,"Vladimir Putin had a telephone conversation with President of Kazakhstan Nursultan Nazarbayev.","http://eng.kremlin.ru/news/6383"
"616","Meeting with President of Ukraine Viktor Yanukovych",2013-12-06,"Vladimir Putin had a working meeting with President of Ukraine Viktor Yanukovych. The two presidents discussed current bilateral relations and preparations for the upcoming meeting of the Russian-Ukrainian Interstate Commission in Moscow.","http://eng.kremlin.ru/news/6378"
"617","Congratulations to President of Finland Sauli Niinistö on Independence Day",2013-12-06,"Vladimir Putin congratulated President of Finland Sauli Niinistö on the country’s national holiday, Independence Day.","http://eng.kremlin.ru/news/6374"
"618","Condolences following the death of Nelson Mandela",2013-12-06,"Vladimir Putin expressed his condolences following the death of Nelson Mandela, former President of South Africa and one of the outstanding political figures of modern times.","http://eng.kremlin.ru/news/6373"
"619","Meeting with Prince Bandar Bin Sultan of Saudi Arabia",2013-12-03,"Vladimir Putin met at his Novo-Ogaryovo residence outside Moscow with Secretary General of the Saudi Arabian National Security Council and Director of Saudi Arabian General Intelligence Prince Bandar Bin Sultan.","http://eng.kremlin.ru/news/6366"
"620","Agreement on terms of stay of the Coordination Service of the CIS Border Troops Commanders Council on the territory of the Russian Federation ratified",2013-12-03,NA,"http://eng.kremlin.ru/acts/6380"
"621","Russian-Armenian talks",2013-12-02,"Vladimir Putin had talks in Yerevan with President of Armenia Serzh Sargsyan, which then continued in expanded format with the two countries’ delegations taking part.","http://eng.kremlin.ru/news/6356"
"622","Vladimir Putin visited the town of Gyumri as part of his state visit to Armenia",2013-12-02,NA,"http://eng.kremlin.ru/news/6354"
"623","Vladimir Putin will make a state visit to the Republic of Armenia on December 2",2013-11-27,NA,"http://eng.kremlin.ru/news/6339"
"624","Russian-Italian Business Forum",2013-11-26,"Vladimir Putin spoke at the closing of the business forum, which was held within the framework of the Russian-Italian Civil Society Dialogue Forum.","http://eng.kremlin.ru/news/6336"
"625","Russian-Italian interstate consultations",2013-11-26,"Top-level Russian-Italian interstate consultations in expanded format took place in Trieste, Italy, under the chairmanship of Vladimir Putin and Prime Minister of Italy Enrico Letta, with members of both countries’ governments taking part.","http://eng.kremlin.ru/news/6335"
"626","Meeting with President of Italy Giorgio Napolitano",2013-11-25,"Vladimir Putin held talks with President of the Italian Republic Giorgio Napolitano in Rome. The two leaders discussed a wide range of issues in bilateral cooperation, first and foremost in the areas of trade and economics, investment and energy, as well as current international issues.","http://eng.kremlin.ru/news/6331"
"627","Meeting with Romano Prodi",2013-11-25,"Vladimir Putin met with former Prime Minister of Italy and Special Envoy of UN Secretary-General for the Sahel Region Romano Prodi. Mr Putin and Mr Prodi exchanged views concerning the situation on the African continent, as well as migration-related issues.","http://eng.kremlin.ru/news/6330"
"628","Visit to the Vatican",2013-11-25,"Vladimir Putin met with Pope Francis during a brief visit to the Vatican. The President of Russia also met with Vatican Secretary of State Pietro Parolin.","http://eng.kremlin.ru/news/6329"
"629","Working visit to the Vatican and Italy",2013-11-25,"Vladimir Putin met with Pope Francis and the Hole See’s Secretary of State Pietro Parolin during a brief visit to the Vatican. In Rome, Mr Putin had talks with President of Italy Giorgio Napolitano and also met with former Italian Prime Minister and UN Special Envoy for the Sahel Romano Prodi.   In Trieste, Mr Putin and Italian Prime Minister Enrico Letta chaired expanded Russian-Italian interstate consultations and witnessed the signing of a package of cooperation agreements following the consultations. The two leaders also made press statements and answered journalists’ questions.   The President also addressed the closing session of a business forum held as part of the Russian-Italian civil society dialogue forum.","http://eng.kremlin.ru/visits/6337"
"630","Statement by Vladimir Putin following the conclusion of talks on the Iranian nuclear programme on November 24, 2013",2013-11-24,NA,"http://eng.kremlin.ru/news/6324"
"631","Condolences to President Xi Jinping",2013-11-23,"Vladimir Putin expressed his condolences to President of China Xi Jinping.","http://eng.kremlin.ru/news/6321"
"632","News conference following a meeting of the High-Level Russian-Turkish Cooperation Council",2013-11-22,"Vladimir Putin and Prime Minister of Turkey Recep Tayyip Erdogan held a news conference following a meeting of the High-Level Russian-Turkish Cooperation Council.","http://eng.kremlin.ru/transcripts/6318"
